route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
0,SA,111353455,Union Station,0,   0  4,1018134
0,SA,111353456,Union Station,0,   0  1,1018127
0,SA,111353457,Union Station,0,   0  5,1018133
0,SA,111353458,Union Station,0,   0  7,1018133
0,SA,111353459,Union Station,0,   0  9,1018128
0,SA,111353460,Union Station,0,   0  8,1018141
0,SA,111353461,Union Station,0,   0  5,1018127
0,SA,111353462,Union Station,0,   0  4,1018143
0,SA,111353463,Union Station,0,   0  1,1018127
0,SA,111353464,Union Station,0,   0  6,1018127
0,SA,111353465,Union Station,0,   0  8,1018127
0,SA,111353466,Union Station,0,   0 11,1018127
0,SA,111353467,Union Station,0,   0 10,1018133
0,SA,111353468,Union Station,0,   0 10,1018133
0,SA,111353469,Union Station,0,   0  3,1018127
0,SA,111353470,Union Station,0,   0  2,1018127
0,SA,111353471,Union Station,0,   0 10,1018127
0,SA,111353472,Union Station,0,   0  8,1018127
0,SA,111353473,Union Station,0,   0  2,1018133
0,SA,111353474,Union Station,0,   0  8,1018133
0,SA,111353475,Union Station,0,   0 11,1018133
0,SA,111353476,Union Station,0,   0  1,1018133
0,SA,111353477,Union Station,0,   0  9,1018133
0,SA,111353478,Union Station,0,   0  8,1018133
0,SA,111353479,Union Station,0,   0  5,1018131
0,SA,111353480,Union Station,0,   0  5,1018141
0,SA,111353481,Union Station,0,   0  4,1018127
0,SA,111353482,Union Station,0,   0  5,1018127
0,SA,111353483,Union Station,0,   0  1,1018127
0,SA,111353484,Union Station,0,   0  4,1018131
0,SA,111353485,Union Station,0,   0  8,1018133
0,SA,111353486,Union Station,0,   0  6,1018133
0,SA,111353487,Union Station,0,   0  3,1018133
0,SA,111353488,Union Station,0,   0  4,1018133
0,SA,111353489,Union Station,0,   0  6,1018127
0,SA,111353490,Union Station,0,   0  3,1018141
0,SA,111353491,Union Station,0,   0  3,1018127
0,SA,111353492,Union Station,0,   0  7,1018127
0,SA,111353493,Union Station,0,   0  5,1018127
0,SA,111353494,Union Station,0,   0  2,1018133
0,SA,111353495,Union Station,0,   0  9,1018131
0,SA,111353496,Union Station,0,   0 11,1018133
0,SA,111353497,Union Station,0,   0  1,1018133
0,SA,111353498,Union Station,0,   0  6,1018133
0,SA,111353499,Union Station,0,   0 10,1018133
0,SA,111353500,Union Station,0,   0  4,1018133
0,SA,111353501,Union Station,0,   0  5,1018133
0,SA,111353502,Union Station,0,   0  4,1018143
0,SA,111353503,Union Station,0,   0  3,1018131
0,SA,111353504,Union Station,0,   0 11,1018133
0,SA,111353505,Union Station,0,   0 10,1018127
0,SA,111353506,Union Station,0,   0  8,1018131
0,SA,111353507,Union Station,0,   0  9,1018127
0,SA,111353508,Union Station,0,   0  6,1018133
0,SA,111353509,Union Station,0,   0  3,1018143
0,SA,111353510,Union Station,0,   0  2,1018127
0,SA,111353511,Union Station,0,   0  4,1018127
0,SA,111353512,Union Station,0,   0  8,1018128
0,SA,111353513,Union Station,0,   0  9,1018133
0,SA,111353514,Union Station,0,   0  3,1018133
0,SA,111353515,Union Station,0,   0  4,1018127
0,SA,111353516,Union Station,0,   0  5,1018128
0,SA,111353517,Union Station,0,   0  6,1018127
0,SA,111353518,Union Station,0,   0  3,1018134
0,SA,111353519,Union Station,0,   0  4,1018133
0,SA,111353520,Union Station,0,   0 10,1018132
0,SA,111353521,Union Station,0,   0  1,1018127
0,SA,111353522,Union Station,0,   0 11,1018127
0,SA,111353523,Union Station,0,   0 10,1018127
0,SA,111353524,Union Station,0,   0  7,1018127
0,SA,111353525,Union Station,0,   0  9,1018127
0,SA,111353526,Union Station,0,   0  7,1018133
0,SA,111353527,Union Station,0,   0  7,1018132
0,SA,111353528,Union Station,0,   0  2,1018141
0,SA,111353529,Union Station,0,   0  7,1018133
0,SA,111353530,Union Station,0,   0 11,1018127
0,SA,111353531,Union Station,0,   0  9,1018127
0,SA,111353532,Union Station,0,   0  3,1018127
0,SA,111353533,Union Station,0,   0  2,1018127
0,SA,111353534,Union Station,0,   0  7,1018127
0,SA,111353535,Englewood Station,1,   0  2,1018151
0,SA,111353536,Highlands Ranch,1,   0  2,1018157
0,SA,111353537,Englewood Station,1,   0 10,1018151
0,SA,111353538,Broadway Stn,1,   0  5,1018169
0,SA,111353539,Highlands Ranch,1,   0  6,1018157
0,SA,111353540,Highlands Ranch,1,   0  3,1018157
0,SA,111353541,Highlands Ranch,1,   0  9,1018157
0,SA,111353542,Highlands Ranch,1,   0  3,1018157
0,SA,111353543,Highlands Ranch,1,   0  9,1018157
0,SA,111353544,Highlands Ranch,1,   0  2,1018155
0,SA,111353545,Englewood Station,1,   0 11,1018151
0,SA,111353546,Highlands Ranch,1,   0  7,1018157
0,SA,111353547,Broadway Stn,1,   0  9,1018169
0,SA,111353548,Highlands Ranch,1,   0  1,1018157
0,SA,111353549,Highlands Ranch,1,   0  5,1018155
0,SA,111353550,Highlands Ranch,1,   0  9,1018157
0,SA,111353551,Englewood Station,1,   0  3,1018151
0,SA,111353552,Englewood Station,1,   0  8,1018151
0,SA,111353553,Highlands Ranch,1,   0 10,1018157
0,SA,111353554,Highlands Ranch,1,   0  8,1018157
0,SA,111353555,Englewood Station,1,   0  6,1018151
0,SA,111353556,Highlands Ranch,1,   0  6,1018157
0,SA,111353557,Englewood Station,1,   0  4,1018149
0,SA,111353558,Highlands Ranch,1,   0  2,1018157
0,SA,111353559,Broadway Stn,1,   0  8,1018169
0,SA,111353560,Highlands Ranch,1,   0  8,1018157
0,SA,111353561,Highlands Ranch,1,   0 11,1018157
0,SA,111353562,Highlands Ranch,1,   0 10,1018157
0,SA,111353563,Englewood Station,1,   0  4,1018151
0,SA,111353564,Englewood Station,1,   0  4,1018151
0,SA,111353565,Highlands Ranch,1,   0  5,1018157
0,SA,111353566,Englewood Station,1,   0  9,1018151
0,SA,111353567,Englewood Station,1,   0  3,1018151
0,SA,111353568,Highlands Ranch,1,   0  1,1018157
0,SA,111353569,Englewood Station,1,   0  8,1018151
0,SA,111353570,Highlands Ranch,1,   0  4,1018155
0,SA,111353571,Highlands Ranch,1,   0  5,1018157
0,SA,111353572,Englewood Station,1,   0  3,1018149
0,SA,111353573,Englewood Station,1,   0  5,1018151
0,SA,111353574,Englewood Station,1,   0  1,1018151
0,SA,111353575,Englewood Station,1,   0  6,1018151
0,SA,111353576,Highlands Ranch,1,   0  7,1018157
0,SA,111353577,Highlands Ranch,1,   0  6,1018157
0,SA,111353578,Broadway Stn,1,   0  1,1018154
0,SA,111353579,Englewood Station,1,   0  9,1018151
0,SA,111353580,Englewood Station,1,   0  3,1018151
0,SA,111353581,Englewood Station,1,   0  2,1018151
0,SA,111353582,Englewood Station,1,   0  4,1018151
0,SA,111353583,Englewood Station,1,   0  5,1018151
0,SA,111353584,Englewood Station,1,   0  1,1018151
0,SA,111353585,Highlands Ranch,1,   0  5,1018157
0,SA,111353586,Englewood Station,1,   0 10,1018151
0,SA,111353587,Englewood Station,1,   0  4,1018151
0,SA,111353588,Broadway Stn,1,   0 11,1018154
0,SA,111353589,Broadway Stn,1,   0 10,1018169
0,SA,111353590,Broadway Stn,1,   0  4,1018169
0,SA,111353591,Highlands Ranch,1,   0  8,1018157
0,SA,111353592,Highlands Ranch,1,   0  7,1018157
0,SA,111353593,Broadway Stn,1,   0  3,1018169
0,SA,111353594,Highlands Ranch,1,   0  8,1018155
0,SA,111353595,Highlands Ranch,1,   0  3,1018155
0,SA,111353596,Englewood Station,1,   0  8,1018151
0,SA,111353597,Highlands Ranch,1,   0  2,1018157
0,SA,111353598,Highlands Ranch,1,   0  4,1018157
0,SA,111353599,Highlands Ranch,1,   0  5,1018157
0,SA,111353600,Highlands Ranch,1,   0  1,1018157
0,SA,111353601,Englewood Station,1,   0 11,1018151
0,SA,111353602,Englewood Station,1,   0  6,1018151
0,SA,111353603,Englewood Station,1,   0  7,1018151
0,SA,111353604,Broadway Stn,1,   0  7,1018169
0,SA,111353605,Highlands Ranch,1,   0 11,1018157
0,SA,111353606,Highlands Ranch,1,   0  2,1018157
0,SA,111353607,Highlands Ranch,1,   0 11,1018157
0,SA,111353608,Highlands Ranch,1,   0 10,1018157
0,SA,111353609,Highlands Ranch,1,   0  1,1018157
0,SA,111353610,Highlands Ranch,1,   0  4,1018157
0,SA,111353611,Highlands Ranch,1,   0  9,1018157
0,SA,111353612,Englewood Station,1,   0  7,1018151
0,SA,111353613,Highlands Ranch,1,   0  3,1018157
0,SU,111353614,Union Station,0,   0  4,1018127
0,SU,111353615,Union Station,0,   0  7,1018134
0,SU,111353616,Union Station,0,   0  7,1018133
0,SU,111353617,Union Station,0,   0  6,1018133
0,SU,111353618,Union Station,0,   0  4,1018128
0,SU,111353619,Union Station,0,   0  6,1018128
0,SU,111353620,Union Station,0,   0 11,1018127
0,SU,111353621,Union Station,0,   0 12,1018134
0,SU,111353622,Union Station,0,   0  4,1018133
0,SU,111353623,Union Station,0,   0  8,1018127
0,SU,111353624,Union Station,0,   0 12,1018133
0,SU,111353625,Union Station,0,   0  1,1018133
0,SU,111353626,Union Station,0,   0  6,1018127
0,SU,111353627,Union Station,0,   0  1,1018128
0,SU,111353628,Union Station,0,   0 10,1018127
0,SU,111353629,Union Station,0,   0  2,1018133
0,SU,111353630,Union Station,0,   0  8,1018127
0,SU,111353631,Union Station,0,   0 12,1018127
0,SU,111353632,Union Station,0,   0  3,1018127
0,SU,111353633,Union Station,0,   0  1,1018127
0,SU,111353634,Union Station,0,   0  7,1018127
0,SU,111353635,Union Station,0,   0  3,1018133
0,SU,111353636,Union Station,0,   0  2,1018141
0,SU,111353637,Union Station,0,   0  8,1018127
0,SU,111353638,Union Station,0,   0  1,1018127
0,SU,111353639,Union Station,0,   0  7,1018127
0,SU,111353640,Union Station,0,   0  7,1018127
0,SU,111353641,Union Station,0,   0 11,1018133
0,SU,111353642,Union Station,0,   0 12,1018143
0,SU,111353643,Union Station,0,   0  2,1018127
0,SU,111353644,Union Station,0,   0  6,1018127
0,SU,111353645,Union Station,0,   0  2,1018127
0,SU,111353646,Union Station,0,   0  3,1018127
0,SU,111353647,Union Station,0,   0  1,1018127
0,SU,111353648,Union Station,0,   0  5,1018133
0,SU,111353649,Union Station,0,   0  3,1018133
0,SU,111353650,Union Station,0,   0  3,1018141
0,SU,111353651,Union Station,0,   0 10,1018127
0,SU,111353652,Union Station,0,   0  5,1018127
0,SU,111353653,Union Station,0,   0  4,1018143
0,SU,111353654,Union Station,0,   0  9,1018127
0,SU,111353655,Union Station,0,   0 11,1018127
0,SU,111353656,Union Station,0,   0  2,1018128
0,SU,111353657,Union Station,0,   0  9,1018133
0,SU,111353658,Union Station,0,   0  7,1018133
0,SU,111353659,Union Station,0,   0 10,1018133
0,SU,111353660,Union Station,0,   0  6,1018141
0,SU,111353661,Union Station,0,   0  4,1018127
0,SU,111353662,Union Station,0,   0  5,1018127
0,SU,111353663,Union Station,0,   0  9,1018127
0,SU,111353664,Union Station,0,   0  8,1018133
0,SU,111353665,Union Station,0,   0  9,1018131
0,SU,111353666,Union Station,0,   0  5,1018131
0,SU,111353667,Union Station,0,   0  6,1018133
0,SU,111353668,Union Station,0,   0  7,1018133
0,SU,111353669,Union Station,0,   0  3,1018127
0,SU,111353670,Union Station,0,   0  6,1018127
0,SU,111353671,Union Station,0,   0  3,1018127
0,SU,111353672,Union Station,0,   0  5,1018127
0,SU,111353673,Union Station,0,   0  2,1018133
0,SU,111353674,Union Station,0,   0  8,1018133
0,SU,111353675,Union Station,0,   0  8,1018128
0,SU,111353676,Union Station,0,   0  9,1018133
0,SU,111353677,Union Station,0,   0  4,1018133
0,SU,111353678,Union Station,0,   0  5,1018133
0,SU,111353679,Union Station,0,   0  7,1018143
0,SU,111353680,Highlands Ranch,1,   0  3,1018157
0,SU,111353681,Englewood Station,1,   0  2,1018151
0,SU,111353682,Highlands Ranch,1,   0  1,1018157
0,SU,111353683,Highlands Ranch,1,   0  4,1018155
0,SU,111353684,Highlands Ranch,1,   0  5,1018157
0,SU,111353685,Englewood Station,1,   0 12,1018149
0,SU,111353686,Englewood Station,1,   0  5,1018151
0,SU,111353687,Englewood Station,1,   0  9,1018151
0,SU,111353688,Highlands Ranch,1,   0  2,1018157
0,SU,111353689,Englewood Station,1,   0  1,1018151
0,SU,111353690,Broadway Stn,1,   0  5,1018169
0,SU,111353691,Highlands Ranch,1,   0 11,1018157
0,SU,111353692,Highlands Ranch,1,   0  6,1018157
0,SU,111353693,Highlands Ranch,1,   0  7,1018157
0,SU,111353694,Highlands Ranch,1,   0  6,1018157
0,SU,111353695,Highlands Ranch,1,   0  7,1018157
0,SU,111353696,Highlands Ranch,1,   0  2,1018155
0,SU,111353697,Englewood Station,1,   0  8,1018151
0,SU,111353698,Highlands Ranch,1,   0  3,1018157
0,SU,111353699,Highlands Ranch,1,   0  9,1018157
0,SU,111353700,Highlands Ranch,1,   0  6,1018155
0,SU,111353701,Englewood Station,1,   0 10,1018151
0,SU,111353702,Highlands Ranch,1,   0  8,1018157
0,SU,111353703,Englewood Station,1,   0 12,1018151
0,SU,111353704,Highlands Ranch,1,   0  1,1018157
0,SU,111353705,Highlands Ranch,1,   0 10,1018157
0,SU,111353706,Englewood Station,1,   0 11,1018151
0,SU,111353707,Highlands Ranch,1,   0  5,1018157
0,SU,111353708,Englewood Station,1,   0  7,1018149
0,SU,111353709,Highlands Ranch,1,   0  2,1018157
0,SU,111353710,Highlands Ranch,1,   0 10,1018157
0,SU,111353711,Highlands Ranch,1,   0  8,1018157
0,SU,111353712,Highlands Ranch,1,   0  1,1018157
0,SU,111353713,Englewood Station,1,   0  4,1018151
0,SU,111353714,Englewood Station,1,   0  7,1018151
0,SU,111353715,Highlands Ranch,1,   0  6,1018157
0,SU,111353716,Englewood Station,1,   0  7,1018151
0,SU,111353717,Englewood Station,1,   0  6,1018151
0,SU,111353718,Englewood Station,1,   0  2,1018151
0,SU,111353719,Englewood Station,1,   0  4,1018151
0,SU,111353720,Englewood Station,1,   0  7,1018151
0,SU,111353721,Englewood Station,1,   0  6,1018151
0,SU,111353722,Englewood Station,1,   0 11,1018151
0,SU,111353723,Highlands Ranch,1,   0  3,1018157
0,SU,111353724,Highlands Ranch,1,   0 11,1018157
0,SU,111353725,Broadway Stn,1,   0  9,1018169
0,SU,111353726,Englewood Station,1,   0  5,1018151
0,SU,111353727,Highlands Ranch,1,   0  5,1018157
0,SU,111353728,Englewood Station,1,   0 12,1018151
0,SU,111353729,Englewood Station,1,   0  7,1018151
0,SU,111353730,Highlands Ranch,1,   0  3,1018157
0,SU,111353731,Highlands Ranch,1,   0  3,1018157
0,SU,111353732,Highlands Ranch,1,   0  3,1018155
0,SU,111353733,Highlands Ranch,1,   0  6,1018157
0,SU,111353734,Englewood Station,1,   0 10,1018151
0,SU,111353735,Highlands Ranch,1,   0  2,1018157
0,SU,111353736,Highlands Ranch,1,   0  4,1018157
0,SU,111353737,Highlands Ranch,1,   0  5,1018157
0,SU,111353738,Highlands Ranch,1,   0  9,1018157
0,SU,111353739,Englewood Station,1,   0  8,1018151
0,SU,111353740,Englewood Station,1,   0  3,1018151
0,SU,111353741,Highlands Ranch,1,   0  8,1018157
0,SU,111353742,Highlands Ranch,1,   0  9,1018157
0,SU,111353743,Highlands Ranch,1,   0  8,1018157
0,SU,111353744,Highlands Ranch,1,   0 12,1018157
0,SU,111353745,Highlands Ranch,1,   0  1,1018157
0,SU,111353746,Highlands Ranch,1,   0  4,1018157
0,SU,111353747,Highlands Ranch,1,   0  7,1018157
0,SU,111353748,Englewood Station,1,   0  3,1018151
0,WK,111353749,Union Station,0,   0 12,1018127
0,WK,111353750,Union Station,0,   0  9,1018133
0,WK,111353751,Union Station,0,   0 14,1018131
0,WK,111353752,Union Station,0,   0 15,1018133
0,WK,111353753,Union Station,0,   0  1,1018131
0,WK,111353754,Union Station,0,   0  5,1018127
0,WK,111353755,Union Station,0,   0 13,1018127
0,WK,111353756,Union Station,0,   0  6,1018131
0,WK,111353757,Union Station,0,   0  1,1018133
0,WK,111353758,Union Station,0,   0  3,1018127
0,WK,111353759,Union Station,0,   0 12,1018128
0,WK,111353760,Union Station,0,   0 13,1018131
0,WK,111353761,Union Station,0,   0  5,1018131
0,WK,111353762,Union Station,0,   0  4,1018133
0,WK,111353763,Union Station,0,   0  9,1018127
0,WK,111353764,Union Station,0,   0 12,1018127
0,WK,111353765,Union Station,0,   0 14,1018127
0,WK,111353766,Union Station,0,   0  4,1018127
0,WK,111353767,Union Station,0,   0  5,1018133
0,WK,111353768,Union Station,0,   0  6,1018127
0,WK,111353769,Union Station,0,   0  5,1018134
0,WK,111353770,Union Station,0,   0  3,1018128
0,WK,111353771,Union Station,0,   0  6,1018133
0,WK,111353772,Union Station,0,   0  8,1018133
0,WK,111353773,Union Station,0,   0 12,1018133
0,WK,111353774,Union Station,0,   0 10,1018127
0,WK,111353775,Union Station,0,  21 11,1018145
0,WK,111353776,Union Station,0,   0  8,1018130
0,WK,111353777,Union Station,0,   0  1,1018128
0,WK,111353778,Union Station,0,   0 14,1018132
0,WK,111353779,Union Station,0, 30L 60,1018132
0,WK,111353780,Union Station,0,   0  7,1018127
0,WK,111353781,Union Station,0,   0 15,1018133
0,WK,111353782,Union Station,0,   0  2,1018131
0,WK,111353783,Union Station,0,   0 13,1018131
0,WK,111353784,Union Station,0,   0  8,1018127
0,WK,111353785,Union Station,0,   0  4,1018127
0,WK,111353786,Union Station,0,   0  2,1018127
0,WK,111353787,Union Station,0,   0  1,1018127
0,WK,111353788,Union Station,0,   0  2,1018133
0,WK,111353789,Union Station,0,   0  1,1018133
0,WK,111353790,Union Station,0,   0  3,1018133
0,WK,111353791,Union Station,0,   0  4,1018131
0,WK,111353792,Downtown,0,  48 18,1018137
0,WK,111353793,Union Station,0,   0 13,1018131
0,WK,111353794,Union Station,0,   0 15,1018127
0,WK,111353795,Union Station,0,   0  5,1018131
0,WK,111353796,Union Station,0,   0 12,1018131
0,WK,111353797,Union Station,0,   0 20,1018131
0,WK,111353798,Union Station,0,   0  5,1018131
0,WK,111353799,Union Station,0,   0 13,1018132
0,WK,111353800,Union Station,0,   0 23,1018128
0,WK,111353801,Union Station,0,   0  9,1018131
0,WK,111353802,Union Station,0,   0  2,1018127
0,WK,111353803,Union Station,0,   0 10,1018134
0,WK,111353804,Union Station,0,   0  5,1018131
0,WK,111353805,Union Station,0,   0 14,1018133
0,WK,111353806,Union Station,0,   0  6,1018127
0,WK,111353807,Union Station,0,   0  7,1018131
0,WK,111353808,Union Station,0,   0  9,1018134
0,WK,111353809,Union Station,0,   0  5,1018131
0,WK,111353810,Union Station,0,   0 13,1018131
0,WK,111353811,Union Station,0,   0  9,1018131
0,WK,111353812,Union Station,0,   0  7,1018133
0,WK,111353813,Union Station,0,   0 12,1018127
0,WK,111353814,Union Station,0,   0 20,1018127
0,WK,111353815,Union Station,0,   0  3,1018131
0,WK,111353816,Union Station,0,   0  1,1018127
0,WK,111353817,Union Station,0,   0  8,1018133
0,WK,111353818,Union Station,0,   0  9,1018133
0,WK,111353819,Union Station,0,   0 10,1018130
0,WK,111353820,Union Station,0,   0 21,1018127
0,WK,111353821,Union Station,0,   0 13,1018131
0,WK,111353822,Union Station,0,   0 20,1018131
0,WK,111353823,Union Station,0,   0  5,1018131
0,WK,111353824,Union Station,0,   0 13,1018131
0,WK,111353825,Union Station,0,   0 14,1018127
0,WK,111353826,Union Station,0,   0  1,1018131
0,WK,111353827,Union Station,0,   0  5,1018133
0,WK,111353828,Union Station,0,   0 15,1018133
0,WK,111353829,Union Station,0,   0 13,1018133
0,WK,111353830,Union Station,0,   0  3,1018127
0,WK,111353831,Union Station,0,   0 10,1018133
0,WK,111353832,Union Station,0,   0  8,1018133
0,WK,111353833,Union Station,0,   0 12,1018133
0,WK,111353834,Union Station,0,   0  2,1018138
0,WK,111353835,Union Station,0,   0 10,1018133
0,WK,111353836,Union Station,0,   0  3,1018127
0,WK,111353837,Union Station,0,   0 15,1018133
0,WK,111353838,Union Station,0,   0 12,1018133
0,WK,111353839,Union Station,0,   0 10,1018133
0,WK,111353840,Union Station,0,   0  2,1018127
0,WK,111353841,Union Station,0,   0  9,1018131
0,WK,111353842,Union Station,0,   0  5,1018131
0,WK,111353843,Union Station,0,   0 13,1018131
0,WK,111353844,Union Station,0,   0  3,1018133
0,WK,111353845,Union Station,0,   0  2,1018127
0,WK,111353846,Union Station,0,   0  8,1018132
0,WK,111353847,Union Station,0,   0  5,1018131
0,WK,111353848,Union Station,0,   0  3,1018127
0,WK,111353849,Union Station,0,   0  4,1018127
0,WK,111353850,Union Station,0,   0 20,1018133
0,WK,111353851,Union Station,0,   0 20,1018131
0,WK,111353852,Union Station,0,   0 20,1018131
0,WK,111353853,Union Station,0,   0  7,1018133
0,WK,111353854,Union Station,0,   0 21,1018133
0,WK,111353855,Union Station,0,   0 20,1018131
0,WK,111353856,Union Station,0,   0 21,1018131
0,WK,111353857,Union Station,0,   0  7,1018127
0,WK,111353858,Union Station,0,   0  4,1018127
0,WK,111353859,Union Station,0,   0  2,1018127
0,WK,111353860,Union Station,0,   0  1,1018127
0,WK,111353861,Union Station,0,   0  6,1018127
0,WK,111353862,Broadway Stn,1,   0  5,1018169
0,WK,111353863,Broadway Stn,1,   0  8,1018169
0,WK,111353864,Broadway Stn,1,   0 14,1018169
0,WK,111353865,Broadway Stn,1,   0  4,1018146
0,WK,111353866,Englewood Station,1,   0 21,1018151
0,WK,111353867,Highlands Ranch,1,   0 14,1018158
0,WK,111353868,Broadway Stn,1,   0 13,1018169
0,WK,111353869,Englewood Station,1,   0  8,1018152
0,WK,111353870,Englewood Station,1,   0 15,1018152
0,WK,111353871,Broadway Stn,1,   0 13,1018169
0,WK,111353872,Highlands Ranch,1,   0  7,1018158
0,WK,111353873,Englewood Station,1,   0  5,1018151
0,WK,111353874,Englewood Station,1,   0 15,1018152
0,WK,111353875,Highlands Ranch,1,   0 12,1018157
0,WK,111353876,Englewood Station,1,   0 20,1018151
0,WK,111353877,Englewood Station,1,   0  8,1018152
0,WK,111353878,Littleton Blvd,1,   0 21,1018148
0,WK,111353879,Broadway Stn,1,   0 20,1018169
0,WK,111353880,Broadway Stn,1,   0 13,1018146
0,WK,111353881,Highlands Ranch,1,   0 15,1018157
0,WK,111353882,Englewood Station,1,   0  9,1018151
0,WK,111353883,Highlands Ranch,1,   0  5,1018157
0,WK,111353884,Highlands Ranch,1,   0 13,1018157
0,WK,111353885,Englewood Station,1,   0 14,1018151
0,WK,111353886,Highlands Ranch,1,   0  2,1018157
0,WK,111353887,Englewood Station,1,   0 10,1018152
0,WK,111353888,Englewood Station,1,   0  8,1018152
0,WK,111353889,Englewood Station,1,   0  9,1018152
0,WK,111353890,Englewood Station,1,   0 10,1018152
0,WK,111353891,Englewood Station,1,   0 12,1018152
0,WK,111353892,Englewood Station,1,   0 12,1018152
0,WK,111353893,Englewood Station,1,   0  5,1018165
0,WK,111353894,Broadway Stn,1,   0  9,1018146
0,WK,111353895,Broadway Stn,1,   0  5,1018146
0,WK,111353896,Broadway Stn,1,   0  9,1018146
0,WK,111353897,Highlands Ranch,1,   0 12,1018158
0,WK,111353898,Englewood Station,1,   0  1,1018165
0,WK,111353899,Englewood Station,1,   0 12,1018152
0,WK,111353900,Broadway Stn,1,   0  5,1018169
0,WK,111353901,Broadway Stn,1,   0  2,1018169
0,WK,111353902,Broadway Stn,1,   0  5,1018169
0,WK,111353903,Broadway Stn,1,   0 14,1018169
0,WK,111353904,Englewood Station,1,   0 10,1018151
0,WK,111353905,Englewood Station,1,   0  1,1018151
0,WK,111353906,Highlands Ranch,1,   0  6,1018157
0,WK,111353907,Broadway Stn,1,   0  5,1018146
0,WK,111353908,Highlands Ranch,1,   0  4,1018163
0,WK,111353909,Highlands Ranch,1,   0  2,1018163
0,WK,111353910,Evans,1,   0 20,1018161
0,WK,111353911,Broadway Stn,1,   0  7,1018169
0,WK,111353912,Broadway Stn,1,   0 20,1018169
0,WK,111353913,Broadway Stn,1,   0 13,1018146
0,WK,111353914,Evans,1,   0 20,1018161
0,WK,111353915,Highlands Ranch,1,   0  4,1018157
0,WK,111353916,Highlands Ranch,1,   0 10,1018157
0,WK,111353917,Highlands Ranch,1,   0  8,1018157
0,WK,111353918,Highlands Ranch,1,   0  9,1018157
0,WK,111353919,Highlands Ranch,1,   0  1,1018157
0,WK,111353920,Highlands Ranch,1,   0 12,1018157
0,WK,111353921,Highlands Ranch,1,   0 23,1018157
0,WK,111353922,Highlands Ranch,1,   0  3,1018157
0,WK,111353923,Broadway Stn,1,   0  3,1018169
0,WK,111353924,Englewood Station,1,   0  5,1018151
0,WK,111353925,Highlands Ranch,1,   0  4,1018158
0,WK,111353926,Highlands Ranch,1,   0  2,1018158
0,WK,111353927,Englewood Station,1,   0  7,1018151
0,WK,111353928,Englewood Station,1,   0  3,1018151
0,WK,111353929,Englewood Station,1,   0  6,1018151
0,WK,111353930,Englewood Station,1,   0 15,1018151
0,WK,111353931,Broadway Stn,1,   0 21,1018169
0,WK,111353932,Broadway Stn,1,   0 13,1018169
0,WK,111353933,Englewood Station,1,   0 15,1018152
0,WK,111353934,Highlands Ranch,1,   0  3,1018157
0,WK,111353935,Broadway Stn,1,   0 13,1018146
0,WK,111353936,Broadway Stn,1,   0 20,1018169
0,WK,111353937,Broadway Stn,1,   0 13,1018146
0,WK,111353938,Littleton Blvd,1,   0  4,1018148
0,WK,111353939,Highlands Ranch,1,   0  1,1018157
0,WK,111353940,Highlands Ranch,1,   0 12,1018157
0,WK,111353941,Highlands Ranch,1,   0 21,1018157
0,WK,111353942,Highlands Ranch,1,   0  3,1018157
0,WK,111353943,Highlands Ranch,1,   0  6,1018157
0,WK,111353944,Broadway Stn,1,   0  5,1018169
0,WK,111353945,Highlands Ranch,1,   0  4,1018157
0,WK,111353946,Highlands Ranch,1,   0  1,1018158
0,WK,111353947,Highlands Ranch,1,   0  3,1018158
0,WK,111353948,Highlands Ranch,1,   0  6,1018158
0,WK,111353949,Evans,1,   0 15,1018161
0,WK,111353950,Highlands Ranch,1,   0 20,1018158
0,WK,111353951,Broadway Stn,1,   0  1,1018169
0,WK,111353952,Englewood Station,1,   0  2,1018151
0,WK,111353953,Broadway Stn,1,   0  5,1018146
0,WK,111353954,Broadway Stn,1,   0  9,1018146
0,WK,111353955,Englewood Station,1,   0  2,1018151
0,WK,111353956,Broadway Stn,1,   0  1,1018146
0,WK,111353957,Broadway Stn,1,   0  5,1018146
0,WK,111353958,Highlands Ranch,1,   0  2,1018158
0,WK,111353959,Highlands Ranch,1,   0  1,1018158
0,WK,111353960,Highlands Ranch,1,   0 14,1018158
0,WK,111353961,Broadway Stn,1,   0  6,1018146
0,WK,111353962,Highlands Ranch,1,   0  7,1018158
0,WK,111353963,Highlands Ranch,1,   0  3,1018158
0,WK,111353964,Highlands Ranch,1,   0  6,1018158
0,WK,111353965,Highlands Ranch,1,   0  2,1018157
0,WK,111353966,Broadway Stn,1,   0  7,1018169
0,WK,111353967,Englewood Station,1,   0  4,1018151
0,WK,111353968,Broadway Stn,1,   0 13,1018169
0,WK,111353969,Englewood Station,1,   0 13,1018151
0,WK,111353970,Englewood Station,1,   0  9,1018152
0,WK,111353971,Englewood Station,1,   0 10,1018152
0,WK,111353972,Broadway Stn,1,   0 12,1018169
0,WK,111353973,Highlands Ranch,1,   0 20,1018157
0L,WK,111353974,Civic Center,0,  0L 64,1018172
0L,WK,111353975,Civic Center,0,  0L 54,1018171
0L,WK,111353976,Civic Center,0,  0L 62,1018171
0L,WK,111353977,Colfax via Lincoln,0,  0L 73,1018178
0L,WK,111353978,Civic Center,0,  0L 59,1018171
0L,WK,111353979,Civic Center,0,  0L 59,1018172
